epoch,loss,val_loss
0,1.8734132819616054,1.053081271703993
1,1.3851458022226633,0.9958666520969028
2,1.2329692462706277,1.027750521466352
3,1.1298599234080202,1.0218405347239994
4,1.0550029069965268,1.0230010559368072
5,1.0109571201103278,1.046526412356929
6,0.9630049697515631,1.0439314867763603
7,0.9143566455717075,1.0370116459925218
8,0.8880649138396282,0.956525797354176
9,0.8763385246214161,0.8754587630919112
10,0.8638506451802388,0.8980458720945756
11,0.8526129501819929,0.8612327585824271
12,0.8440651730894426,0.8556211881090728
13,0.8406945409659219,0.8666310941339215
14,0.8325300878126614,0.849197160506594
15,0.8290001108877797,0.822423261220003
16,0.8286750050589166,0.8097266167984417
17,0.8209515049614036,0.8192661479350224
18,0.817796703169376,0.7900851794436959
19,0.8165494271438931,0.8084503453560573
20,0.8168097810126725,0.8185338039554435
21,0.8103911207438261,0.8041944365946091
22,0.8091303198105027,0.804077689123364
23,0.8087829519180051,0.8020291987574169
24,0.8002059654341562,0.805166497986198
25,0.7969372100327313,0.8244711360468682
26,0.794565237186372,0.788486788651443
27,0.795838568995591,0.789531238400568
28,0.7931445492989142,0.7841890632317512
29,0.792957423233606,0.7708134556537766
30,0.7932595565878234,0.773400292767619
31,0.7923286022794954,0.7789283534153949
32,0.7917612539710026,0.775379491626052
33,0.7917999935961451,0.7787826807903057
34,0.7914106791149642,0.7872177985154688
35,0.7846770501256025,0.7762513551309413
36,0.7833387538610626,0.7881933329386311
37,0.7830262344843126,0.7658654114098841
38,0.7828370455123705,0.7743252188662124
39,0.7832951404712579,0.7959843538208585
40,0.7825406523670916,0.7670606407416115
41,0.7809437807250248,0.7633170069728772
42,0.7797537684270486,0.7726916826289633
43,0.7811237085350511,0.7600699182419035
44,0.7797623363007191,0.7568582608854538
45,0.780674737169089,0.7557342670665421
46,0.7788244764817046,0.756772179609586
47,0.7790335907611075,0.7548721661790032
48,0.7812511805187765,0.7711592310993793
49,0.780307970730066,0.758267116756956
50,0.7794220430917753,0.7669817344077218
51,0.7783048695005341,0.7641771161939336
52,0.7804288125876921,0.7637965928554235
53,0.7739117504787871,0.7577946512445235
54,0.7709021422464909,0.7642167002507254
55,0.7722698942568006,0.7566538543992622
56,0.7720608602665562,0.7460370647058445
57,0.7700804620378358,0.7477786724268451
58,0.7710185228755185,0.7445347330520644
59,0.7707572042085948,0.745314451945076
60,0.7688694887816978,0.7453956625412002
61,0.7684393738563118,0.7421317075361
62,0.7688223445309519,0.744884305204621
63,0.7692747662345767,0.8063172823840443
64,0.7697033544024816,0.7441647041497473
65,0.7685840195320088,0.7582905277112181
66,0.769067692831103,0.7422584650572096
67,0.7636174535517847,0.7428373508883034
68,0.7625153372377247,0.7360209490265873
69,0.762108292430688,0.7312813813609752
70,0.7617421186355668,0.7351571848051459
71,0.7604872588557119,0.7336619692023024
72,0.760770267223415,0.7344086626151409
73,0.7612220092037152,0.7291863917853747
74,0.7595311211818895,0.7324277405552543
75,0.7602022359482533,0.728504797536469
76,0.7587407912760932,0.7314405386449409
77,0.7596343779578888,0.7348461445202674
78,0.7579788974393826,0.7286673932610327
79,0.7586932367805393,0.7241761889484745
80,0.7587862105031623,0.7330022228162245
81,0.7582787332837648,0.7250503448848087
82,0.7571720057941843,0.7296884754354577
83,0.7563503614800476,0.7187689753471115
84,0.7583222799064093,0.7320420642506047
85,0.7576467661366765,0.7286981744591966
86,0.7568118682724202,0.7193352188339907
87,0.7566660205108,0.7181534909120354
88,0.7575450121668882,0.7345299119835165
89,0.7570227368225675,0.7319295799198884
90,0.75537832172137,0.7242459554528018
91,0.7554403422463397,0.7267028930131639
92,0.7545892333803946,0.7196906990199698
93,0.7521903394664784,0.7228074131630919
94,0.7499879071706781,0.7165578476422676
95,0.749227939969417,0.7197683376565848
96,0.7484656840768455,0.7180726397465668
97,0.7482116295840686,0.7192225614732816
98,0.749289593134144,0.7137275345308944
99,0.7478142713812739,0.7255386333083986
